Date of Report,Longitude,Latitude,County,Sub-County,Ward,Village,Animals Affected,Signs of Disease,Total Number of Animals in the herd,Number Sick,Number Dead
2026-08-08,0.0,0.0,Mandera,Mandera South,Kutulo,Chalbi,Goats,[Difficulty breathing (Kushindwa Kupumua)],142,8,3
2026-08-07,41.3126911,3.1811711,Mandera,Lafey,Lafey,Damasa ,Goats,"[Difficulty breathing (Kushindwa Kupumua), Diarrhoea (Kuhara)]",23,2,1
2026-08-08,38.7753069,1.1985558,Isiolo,Merti,Cherub,Korbesa ,Sheep,[Skin swellings (uvimbe wa ngozi)],100,10,0
2026-08-08,41.3126911,3.1811711,Mandera,Lafey,Lafey,Damasa 7,Goats,"[Abortions (Mimba Kutoka), Nasal discharges (Makamasi), Diarrhoea (Kuhara)]",85,5,1
2026-08-08,0.0,0.0,Mandera,Banissa,Malkamari,Hullow,Goats,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Bloody Faeces]",14,9,2
2026-08-08,0.0,0.0,Mandera,Banissa,Malkamari,Hullow,Camel,"[Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Discharge from the eyes (Machozi), Swollen glands]",3,3,0
2026-08-08,41.8589051,3.9371555,Mandera,Mandera West,Takaba,Hawacho Sambur,Camel,"[Abortions (Mimba Kutoka), Sudden Death (Kifo cha ghafla), Lamess (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua), Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Swollen glands, Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",68,11,3
2026-08-08,36.984495,0.6075466,Isiolo,Isiolo,Oldo/Nyiro,Loosira,Goats,"[Abortions (Mimba Kutoka), Sudden Death (Kifo cha ghafla), Difficulty breathing (Kushindwa Kupumua), Discharge from the eyes (Machozi)]",150,10,4
2026-08-08,41.8589051,3.9371555,Mandera,Mandera West,Takaba,Bullabarak,Goats,"[Abortions (Mimba Kutoka), Sudden Death (Kifo cha ghafla), Pouring Saliva (Kumwaga mate), Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",112,35,7
2026-08-08,0.0,0.0,Mandera,Banissa,Malkamari,Hullow,Camel,"[Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Discharge from the eyes (Machozi), Swollen glands]",22,13,2
2026-08-08,36.984495,0.6075466,Isiolo,Isiolo,Oldo/Nyiro,Loosira,Dogs,"[Sudden Death (Kifo cha ghafla), Aggressiveness (Ukali), Staggering (kutembea Kombo), Diarrhoea (Kuhara)]",2,1,1
2026-08-08,0.0,0.0,Mandera,Banissa,Malkamari,Hullow,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara)]",7,5,1
2026-08-08,38.1969873,0.5705901,Isiolo,Garbatulla,Kinna,Kulamawe ,Sheep,"[Nasal discharges (Makamasi), Diarrhoea (Kuhara)]",128,6,1
2026-07-31,37.626035,0.4743881,Isiolo,Isiolo,Ngare Mara,Trakta ,Goats,"[Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara), Others]",32,18,0
2026-08-08,0.0,0.0,Mandera,Mandera East,Township,BP1,Goats,[Abortions (Mimba Kutoka)],45,1,0
2026-08-08,0.0,0.0,Mandera,Mandera East,Township,BP1,Chicken,[Diarrhoea (Kuhara)],18,2,1
2026-08-08,0.0,0.0,Mandera,Banissa,Malkamari,Hullow,Goats,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Bloody Faeces]",23,14,3
2026-08-08,0.0,0.0,Mandera,Banissa,Malkamari,Hullow,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara)]",6,5,1
2026-08-01,37.6351692,0.4909725,Isiolo,Isiolo,Ngare Mara,Trakta ,Goats,[Others],25,1,0
2026-08-08,0.0,0.0,Mandera,Banissa,Malkamari,Hullow,Goats,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Bloody Faeces]",20,9,2
2026-08-08,0.0,0.0,Mandera,Banissa,Malkamari,Hullow,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara)]",7,5,2
2026-08-08,41.2203711,3.9329562,Mandera,Mandera North,Rhamu,Rhamu ,Goats,"[Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara)]",196,22,0
2026-08-08,41.2203711,3.9329562,Mandera,Mandera North,Rhamu,Rhamu ,Camel,"[Aggressiveness (Ukali), Lamess (Kushindwa kutembea), Skin swellings (uvimbe wa ngozi), Nasal discharges (Makamasi)]",52,6,0
2026-08-07,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Dololo,Goats,[Abortions (Mimba Kutoka)],240,18,0
2026-08-08,37.6311771,0.4844338,Isiolo,Isiolo,Ngare Mara,Tractor ,Goats,[Diarrhoea (Kuhara)],16,4,0
2026-08-08,37.8921748,0.2933714,Isiolo,Isiolo,Ngare Mara,Attan,Goats,[Abortions (Mimba Kutoka)],273,2,0
2026-08-07,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Eltul,Camel,[Swollen glands],65,25,7
2026-08-08,0.0,0.0,Mandera,Mandera East,Arabia,Othaa,Camel,"[Swollen glands, Abortions (Mimba Kutoka), Bleeding from openings (Kuvunja damu)]",55,25,9
2026-08-02,0.0,0.0,Isiolo,Isiolo,Ngare Mara,Tractor,Goats,[Others],36,8,0
2026-08-07,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Guba Chaptho,Goats,[Skin swellings (uvimbe wa ngozi)],290,45,7
2026-08-09,0.0,0.0,Mandera,Lafey,Sala,Sala ,Goats,[Nasal discharges (Makamasi)],9,3,1
2026-08-13,0.0,0.0,Mandera,Mandera East,Arabia,Hhegalow,Cattle,"[Sudden Death (Kifo cha ghafla), Abortions (Mimba Kutoka)]",35,11,8
2026-08-07,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Ano,Goats,[Skin swellings (uvimbe wa ngozi)],180,25,1
2026-08-08,41.0584612,3.0564674,Mandera,Lafey,Alango Gof,Alungo ,Goats,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",70,10,1
2026-08-07,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Dololo,Camel,[Swollen glands],32,12,4
2026-08-08,41.0584612,3.0564674,Mandera,Lafey,Alango Gof,Alungo ,Goats,[Discharge from the eyes (Machozi)],80,28,1
2026-08-09,37.6228596,0.4107166,Isiolo,Isiolo,Ngare Mara,Attan,Sheep,[Skin swellings (uvimbe wa ngozi)],46,5,0
2026-08-07,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Dololo,Camel,[Swollen glands],45,15,3
2026-08-09,37.6188668,0.4608402,Isiolo,Isiolo,Ngare Mara,Attan,Sheep,[Others],28,1,0
2026-08-08,41.0584612,3.0564674,Mandera,Lafey,Alango Gof,Alungo ,Goats,[Nasal discharges (Makamasi)],90,10,1
2026-08-08,41.0581462,3.0567233,Mandera,Lafey,Alango Gof,Alungo ,Sheep,"[Discharge from the eyes (Machozi), Nasal discharges (Makamasi)]",60,10,2
2026-08-07,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Dololo,Camel,[Swollen glands],65,21,5
2026-08-08,41.0581462,3.0567233,Mandera,Lafey,Alango Gof,Alungo ,Goats,[Diarrhoea (Kuhara)],50,10,0
2026-08-09,41.8584914,3.93698,Mandera,Mandera West,Takaba,Sukela Qalqalacha,Sheep,"[Abortions (Mimba Kutoka), Sudden Death (Kifo cha ghafla), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Loss of weight]",101,35,8
2026-08-07,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Ano,Goats,[Skin swellings (uvimbe wa ngozi)],320,85,5
2026-08-09,37.6228596,0.4107166,Isiolo,Isiolo,Ngare Mara,Attan,Sheep,[Diarrhoea (Kuhara)],67,4,0
2026-08-08,41.0581462,3.0567233,Mandera,Lafey,Alango Gof,Alungo ,Chicken,[Soft shelled eggs],30,10,0
2026-08-07,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Dololo,Goats,[Skin swellings (uvimbe wa ngozi)],258,45,7
2026-08-08,41.0581462,3.0567233,Mandera,Lafey,Alango Gof,Alungo ,Goats,"[Discharge from the eyes (Machozi), Nasal discharges (Makamasi)]",50,15,1
2026-08-09,39.9220132,3.6795829,Mandera,Mandera West,Gither,Gither,Camel,"[Abortions (Mimba Kutoka), Bleeding from openings (Kuvunja damu), Wounds on Legs & mouth]",23,19,1
2026-08-09,0.0,0.0,Isiolo,Garbatulla,Kinna,Handhad,Goats,"[Lameness (Kushindwa kutembea), Wounds on Legs & mouth]",105,2,0
2026-08-09,0.0,0.0,Mandera,Banissa,Malkamari,Hullow,Goats,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Bloody Faeces]",13,6,1
2026-08-07,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Dololo,Sheep,[Diarrhoea (Kuhara)],52,12,1
2026-08-09,0.0,0.0,Mandera,Banissa,Malkamari,Hullow,Camel,"[Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Discharge from the eyes (Machozi), Swollen glands]",4,4,0
2026-08-09,37.6311771,0.4844338,Isiolo,Isiolo,Ngare Mara,Aukot,Goats,[Diarrhoea (Kuhara)],49,11,0
2026-08-08,38.66668333333334,1.05771,Isiolo,Merti,Cherub,KAMBI JUU,Goats,"[Difficulty breathing (Kushindwa Kupumua), Diarrhoea (Kuhara)]",26,4,0
2026-08-09,0.0,0.0,Mandera,Mandera East,Township,BP1,Sheep,[Wounds on Legs & mouth],13,1,0
2026-08-09,0.0,0.0,Mandera,Banissa,Malkamari,Hullow,Camel,"[Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Discharge from the eyes (Machozi), Swollen glands]",14,8,2
2026-08-09,38.1969898,0.5707103,Isiolo,Garbatulla,Kinna,Handhadh,Goats,"[Lameness (Kushindwa kutembea), Diarrhoea (Kuhara)]",250,10,0
2026-08-09,0.0,0.0,Mandera,Banissa,Malkamari,Hullow,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara)]",9,5,0
2026-08-09,0.0,0.0,Mandera,Banissa,Malkamari,Hullow,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara)]",5,3,1
2026-08-09,38.66408833333333,1.0597666666666667,Isiolo,Merti,Cherub,M . DUBA,Goats,"[Discharge from the eyes (Machozi), Diarrhoea (Kuhara)]",40,6,1
2026-08-09,38.66407166666667,1.05965,Isiolo,Merti,Cherub, M DUBA,Goats,"[Diarrhoea (Kuhara), Abortions (Mimba Kutoka)]",36,5,0
2026-08-09,0.0,0.0,Isiolo,Merti,Cherub,Biliqi,Cattle,[Others],63,1,0
2026-08-08,37.3217682,0.4083819,Isiolo,Isiolo,Burat,Leparua/Lchurai ,Goats,"[Nasal discharges (Makamasi), Others]",108,5,0
2026-08-10,36.98301166666667,0.6395483333333334,Isiolo,Isiolo,Oldo/Nyiro,Nkorika ,Goats,"[Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Nasal discharges (Makamasi)]",250,9,0
2026-08-09,0.0,0.0,Mandera,Banissa,Malkamari,Hullow,Goats,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Bloody Faeces]",28,15,8
2026-08-10,0.0,0.0,Mandera,Lafey,Sala,jabi,Goats,"[Abortions (Mimba Kutoka), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",150,12,3
2026-08-10,0.0,0.0,Mandera,Banissa,Malkamari,Hullow,Goats,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Bloody Faeces]",34,22,6
2026-08-10,0.0,0.0,Mandera,Banissa,Malkamari,Hullow,Camel,"[Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Discharge from the eyes (Machozi), Swollen glands]",11,7,1
2026-08-10,0.0,0.0,Mandera,Lafey,Sala,jabi,Sheep,"[Abortions (Mimba Kutoka), Pouring Saliva (Kumwaga mate), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Skin swellings (uvimbe wa ngozi)]",250,15,3
2026-08-10,0.0,0.0,Mandera,Banissa,Malkamari,Hullow,Camel,"[Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Discharge from the eyes (Machozi), Swollen glands]",7,5,1
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Eladi,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi)]",189,23,5
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Eladi,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Difficulty breathing (Kushindwa Kupumua)]",241,29,4
2026-08-10,0.0,0.0,Mandera,Lafey,Sala,jabi,Cattle,"[Abortions (Mimba Kutoka), Pouring Saliva (Kumwaga mate), Aggressiveness (Ukali), Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua), Wounds on Legs & mouth, Skin swellings (uvimbe wa ngozi)]",200,16,4
2026-08-05,40.8034009,2.5590582,Mandera,Mandera South,Kutulo,Unknown,Camel,[Abortions (Mimba Kutoka)],145,2,1
2026-08-10,0.0,0.0,Mandera,Banissa,Malkamari,Hullow,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara)]",5,3,1
2026-08-10,37.5869163,0.366013,Isiolo,Isiolo,Burat,Alamach ,Goats,[Abortions (Mimba Kutoka)],80,3,0
2026-08-10,0.0,0.0,Mandera,Banissa,Malkamari,Hullow,Goats,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Bloody Faeces]",14,8,2
2026-08-10,0.0,0.0,Mandera,Banissa,Malkamari,Hullow,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara)]",11,6,4
2026-08-05,40.8034009,2.5590582,Mandera,Mandera South,Kutulo,Unknown,Goats,[Abortions (Mimba Kutoka)],152,2,9
2026-08-10,0.0,0.0,Mandera,Lafey,Sala,jabi,Camel,"[Abortions (Mimba Kutoka), Aggressiveness (Ukali), Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Skin swellings (uvimbe wa ngozi), Nasal discharges (Makamasi)]",300,17,6
2026-08-07,40.8068809,2.6009855,Mandera,Mandera South,Kutulo,Unknown,Camel,[Abortions (Mimba Kutoka)],154,2,3
2026-08-10,0.0,0.0,Mandera,Lafey,Sala,jabi,Goats,"[Abortions (Mimba Kutoka), Pouring Saliva (Kumwaga mate), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Diarrhoea (Kuhara)]",100,11,3
2026-08-07,40.8068809,2.6009855,Mandera,Mandera South,Kutulo,Unknown,Camel,[Abortions (Mimba Kutoka)],154,2,3
2026-08-05,40.8034009,2.5590582,Mandera,Mandera South,Kutulo,Unknown,Camel,[Sudden Death (Kifo cha ghafla)],145,2,3
2026-08-10,41.8584975,3.9369721,Mandera,Mandera West,Takaba,Bamba Taka,Camel,"[Abortions (Mimba Kutoka), Sudden Death (Kifo cha ghafla), Lamess (Kushindwa kutembea), Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Swollen glands, Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",78,15,4
2026-08-10,0.0,0.0,Garissa,Fafi,Fafi,Fafihajin ,Camel,[Abortions (Mimba Kutoka)],36,2,0
2026-08-05,40.8034009,2.5590582,Mandera,Mandera South,Kutulo,Unknown,Camel,[Abortions (Mimba Kutoka)],125,4,5
2026-08-10,0.0,0.0,Mandera,Lafey,Sala,jabi,Goats,"[Abortions (Mimba Kutoka), Pouring Saliva (Kumwaga mate), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",120,10,3
2026-08-05,40.8034009,2.5590582,Mandera,Mandera South,Kutulo,Unknown,Camel,[Abortions (Mimba Kutoka)],192,2,3
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Eladi,Cattle,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",124,25,9
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Eladi,Cattle,"[Difficulty breathing (Kushindwa Kupumua), Lameness (Kushindwa kutembea)]",105,16,0
2026-08-10,0.0,0.0,Mandera,Lafey,Sala,jabi,Sheep,"[Abortions (Mimba Kutoka), Pouring Saliva (Kumwaga mate), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Nasal discharges (Makamasi)]",130,9,3
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Eladi,Cattle,"[Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua)]",97,8,1
2026-08-05,40.8034009,2.5590582,Mandera,Mandera South,Kutulo,Unknown,Camel,[Abortions (Mimba Kutoka)],123,2,3
2026-08-10,0.0,0.0,Mandera,Lafey,Sala,jabi,Goats,"[Abortions (Mimba Kutoka), Bleeding from openings (Kuvunja damu), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",150,12,2
2026-08-05,40.8034009,2.5590582,Mandera,Mandera South,Kutulo,Unknown,Camel,[Sudden Death (Kifo cha ghafla)],124,53,5
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Eladi,Sheep,"[Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",145,16,5
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Eladi,Cattle,"[Difficulty breathing (Kushindwa Kupumua), Diarrhoea (Kuhara)]",187,15,11
2026-08-10,40.8471659,2.6079346,Mandera,Mandera South,Kutulo,Unknown,Camel,[Sudden Death (Kifo cha ghafla)],125,3,6
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Unknown,Cattle,"[Difficulty breathing (Kushindwa Kupumua), Lameness (Kushindwa kutembea)]",89,15,6
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,IDP Lafey,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",93,6,0
2026-08-10,40.8471659,2.6079346,Mandera,Mandera South,Kutulo,Unknown,Camel,[Sudden Death (Kifo cha ghafla)],158,1,2
2026-08-10,40.8471659,2.6079346,Mandera,Mandera South,Kutulo,Unknown,Camel,[Abortions (Mimba Kutoka)],145,2,3
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Qorobo Shanan ,Goats,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",325,19,6
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,IDP Lafey,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",136,5,1
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Qorobo Shanan ,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi)]",259,36,13
2026-08-10,40.8030845,2.5590704,Mandera,Mandera South,Kutulo,Unknown,Camel,[Abortions (Mimba Kutoka)],154,3,1
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Qorobo Shanan ,Goats,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",329,12,7
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,IDP Lafey,Goats,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Diarrhoea (Kuhara)]",263,25,9
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,IDP Lafey,Goats,"[Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara)]",235,35,12
2026-08-10,40.8030845,2.5590704,Mandera,Mandera South,Kutulo,Unknown,Camel,[Sudden Death (Kifo cha ghafla)],142,4,2
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,IDP Lafey,Goats,"[Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",351,43,15
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Bula Dana,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi)]",159,15,5
2026-08-10,40.8030845,2.5590704,Mandera,Mandera South,Kutulo,Unknown,Camel,[Abortions (Mimba Kutoka)],154,2,3
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Qorobo Shanan ,Goats,"[Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",219,35,18
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Qorobo Shanan ,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",321,15,5
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Unknown,Goats,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",321,16,4
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Eladi,Goats,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",187,19,5
2026-08-10,0.0,0.0,Mandera,Mandera East,Township,BP1,Cattle,[Discharge from the eyes (Machozi)],26,2,0
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Qorobo Shanan ,Cattle,"[Lameness (Kushindwa kutembea), Diarrhoea (Kuhara), Nasal discharges (Makamasi)]",135,16,9
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Bula Dana,Cattle,"[Lameness (Kushindwa kutembea), Diarrhoea (Kuhara)]",126,57,21
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Qorobo Shanan ,Goats,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",282,13,4
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Qorobo Shanan ,Cattle,"[Difficulty breathing (Kushindwa Kupumua), Diarrhoea (Kuhara), Nasal discharges (Makamasi)]",158,26,8
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Qorobo Shanan ,Goats,"[Nasal discharges (Makamasi), Diarrhoea (Kuhara)]",235,18,3
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Qorobo Shanan ,Goats,"[Nasal discharges (Makamasi), Swollen glands, Diarrhoea (Kuhara)]",321,51,12
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Bula Dana,Goats,"[Nasal discharges (Makamasi), Bloody Faeces, Swollen glands]",59,13,0
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Bula Dana,Goats,"[Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua)]",123,15,5
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Bula Dana,Goats,"[Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",258,12,3
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Qorobo Shanan ,Goats,"[Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",325,21,6
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Qorobo Shanan ,Cattle,"[Lameness (Kushindwa kutembea), Diarrhoea (Kuhara), Nasal discharges (Makamasi)]",963,12,3
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Qorobo Shanan ,Goats,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",369,21,9
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Bula Dana,Chicken,"[Nasal discharges (Makamasi), Discoloured Faeces]",59,15,8
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Bula Dana,Goats,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",359,28,6
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Bula   Afya,Cattle,"[Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua)]",251,15,5
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Bula Afya,Sheep,"[Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara)]",185,19,6
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Bula Dana,Chicken,"[Nasal discharges (Makamasi), Loss of weight, Diarrhoea (Kuhara)]",231,50,18
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Eladi,Goats,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",284,18,7
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Qorobo Shanan ,Cattle,"[Lameness (Kushindwa kutembea), Diarrhoea (Kuhara)]",111,31,3
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Bula Dana ,Goats,"[Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",259,16,3
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Bula  Afya,Cattle,"[Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua)]",156,52,18
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Bula Afya,Goats,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",128,19,5
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Unknown,Goats,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",321,40,15
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Bula Afya,Chicken,"[Diarrhoea (Kuhara), Loss of weight, Purple discoloration of wattles and combs, Sudden Death (Kifo cha ghafla)]",89,18,5
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Qorobo Shanan ,Goats,"[Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",239,12,5
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Bula Afya,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",123,18,9
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Bula Dana ,Chicken,"[Loss of weight, Nasal discharges (Makamasi), Diarrhoea (Kuhara)]",235,52,15
2026-08-10,0.0,0.0,Mandera,Mandera South,Elwak South,Eladi,Goats,"[Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",418,19,8
