Date of Report,Longitude,Latitude,County,Sub-County,Ward,Village,Animals Affected,Signs of Disease,Total Number of Animals in the herd,Number Sick,Number Dead
2026-07-30,0.0,0.0,Mandera,Mandera East,Arabia,Ali Bilow ,Goats,"[Abortions (Mimba Kutoka), Diarrhoea (Kuhara)]",281,26,12
2026-07-30,0.0,0.0,Mandera,Mandera East,Arabia,Hegalow ,Camel,"[Swollen glands, Abortions (Mimba Kutoka), Lamess (Kushindwa kutembea)]",45,13,9
2026-07-30,37.6318425,0.4919324,Isiolo,Isiolo,Ngare Mara,Trakta ,Sheep,"[Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Others]",10,4,0
2026-07-29,41.81939011439681,3.930058437399566,Mandera,Mandera East,Neboi,Shafshaf,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi)]",35,2,0
2026-07-29,41.81906213052571,3.930173269473016,Mandera,Mandera East,Neboi,Shafshafe,Goats,"[Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua)]",38,2,0
2026-07-29,41.81911845691502,3.930263416841626,Mandera,Mandera East,Neboi,Shafshafey,Goats,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",29,1,0
2026-07-30,41.819063471630216,3.930119457654655,Mandera,Mandera East,Neboi,Shafshafe,Goats,"[Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua)]",35,2,0
2026-07-19,0.0,0.0,Marsabit,North Horr,Maikona,Kutur,Camel,[Aggressiveness (Ukali)],5,1,0
2026-07-21,0.0,0.0,Marsabit,North Horr,Maikona,Arerite,Goats,[Nasal discharges (Makamasi)],12,1,0
2026-07-23,0.0,0.0,Marsabit,North Horr,Maikona,Aranqesa ,Goats,[Abortions (Mimba Kutoka)],15,3,0
2026-07-25,0.0,0.0,Marsabit,North Horr,Maikona,Olom,Goats,"[Lameness (Kushindwa kutembea), Diarrhoea (Kuhara)]",12,3,0
2026-07-27,0.0,0.0,Marsabit,North Horr,Maikona,Kurawa,Goats,[Nasal discharges (Makamasi)],15,2,0
2026-07-29,0.0,0.0,Marsabit,North Horr,Maikona,Kutur,Goats,"[Diarrhoea (Kuhara), Nasal discharges (Makamasi)]",15,3,0
2026-07-30,0.0,0.0,Marsabit,North Horr,Maikona,Rage,Camel,[Discharge from the eyes (Machozi)],5,2,0
2026-07-31,41.819356167688966,3.930679075419903,Mandera,Mandera East,Neboi,Shafshafe,Goats,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi)]",35,2,0
2026-07-31,41.81941978633404,3.930630167014897,Mandera,Mandera East,Neboi,Shafshafey,Sheep,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",45,3,0
2026-07-31,37.6411569,0.5014854,Isiolo,Isiolo,Ngare Mara,Ngare Mara Juu,Goats,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Others]",12,2,0
2026-07-31,37.6508027,0.5042345,Isiolo,Isiolo,Ngare Mara,Ngare Mara Juu,Sheep,[Others],15,1,0
2026-07-31,40.860636,4.1187964,Mandera,Banissa,Malkamari,Hullow,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara)]",7,5,2
2026-07-31,41.4151246,3.3732249,Mandera,Lafey,Fino,Fino,Camel,"[Pouring Saliva (Kumwaga mate), Skin swellings (uvimbe wa ngozi), Swollen glands]",50,30,20
2026-07-31,0.0,0.0,Mandera,Mandera East,Township,BP1,Sheep,[Diarrhoea (Kuhara)],18,3,0
2026-07-31,40.860636,4.1187964,Mandera,Banissa,Malkamari,Hullow,Goats,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Bloody Faeces]",13,7,2
2026-07-31,40.2307135,3.3922941,Mandera,Mandera West,Takaba,Bulla Elwka ,Goats,"[Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",40,15,2
2026-07-27,40.2307135,3.3922941,Mandera,Mandera West,Takaba,Bulla Milimani ,Camel,"[Lamess (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua), Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Discharge from the eyes (Machozi), Nasal discharges (Makamasi)]",30,6,0
2026-07-28,2.1325411322212477e+23,3.625324571253642e+35,Turkana,Turkana West,Lopur,Lomilimil ,Goats,"[Abortions (Mimba Kutoka), Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Diarrhoea (Kuhara)]",150,5,2
2026-07-31,40.45781333333333,-0.0302933333333333,Garissa,Fafi,Jarajila,Alinjugur ,Cattle,"[Pouring Saliva (Kumwaga mate), Wounds on Legs & mouth, Lameness (Kushindwa kutembea)]",80,253,3
2026-07-31,41.84276422485709,3.9301620377227664,Mandera,Mandera East,Neboi,Shafshaf,Sheep,"[Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua)]",36,2,0
2026-07-31,0.0,0.0,Turkana,Turkana West,Kalobeyei,NAWOUNTOS ,Cattle,"[Pouring Saliva (Kumwaga mate), Aggressiveness (Ukali)]",15,5,0
2026-07-31,0.0,0.0,Turkana,Turkana West,Kalobeyei,Namaniko ,Cattle,"[Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua)]",27,7,3
2026-07-28,41.8473903,3.9245096,Mandera,Banissa,Banissa,Domal ,Dogs,[Diarrhoea (Kuhara)],285,6,2
2026-07-31,41.8461707,3.9243321,Mandera,Banissa,Banissa,Domal,Goats,[Nasal discharges (Makamasi)],305,11,2
2026-07-31,41.8461707,3.9243321,Mandera,Banissa,Banissa,Shobtoy ,Goats,[Difficulty breathing (Kushindwa Kupumua)],260,11,2
2026-07-31,41.8461707,3.9243321,Mandera,Banissa,Banissa,Soroba ,Goats,[Diarrhoea (Kuhara)],270,10,2
2026-07-31,41.8471922,3.9259907,Mandera,Banissa,Banissa,Danich ,Goats,[Discharge from the eyes (Machozi)],260,11,2
2026-07-31,41.8471922,3.9259907,Mandera,Banissa,Banissa,Handrak ,Goats,[Diarrhoea (Kuhara)],315,11,2
2026-07-31,41.81916053406894,3.9302303921431294,Mandera,Mandera East,Neboi,Shafshafe,Goats,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",32,1,0
2026-07-31,41.21769833333333,3.933151666666667,Mandera,Mandera North,Rhamu-Dimtu,Yabicho ,Goats,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",98,18,5
2026-07-31,41.21837666666667,3.93376,Mandera,Mandera North,Rhamu-Dimtu,Yabicho ,Goats,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",86,17,4
2026-07-31,41.21829666666666,3.933975,Mandera,Mandera North,Rhamu-Dimtu,Yabicho ,Goats,"[Nasal discharges (Makamasi), Difficulty breathing (Kushindwa Kupumua)]",78,15,3
2026-08-04,0.0,0.0,Mandera,Mandera East,Arabia,Farey,Goats,[Abortions (Mimba Kutoka)],95,5,3
2026-07-31,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Sudden Death (Kifo cha ghafla), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Skin swellings (uvimbe wa ngozi)]",23,7,2
2026-07-31,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Camel,"[Abortions (Mimba Kutoka), Skin swellings (uvimbe wa ngozi), Swollen glands, Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",13,2,0
2026-07-31,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",27,7,3
2026-07-31,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Sheep,"[Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Skin swellings (uvimbe wa ngozi), Loss of weight]",14,2,0
2026-07-31,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Sudden Death (Kifo cha ghafla), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Skin swellings (uvimbe wa ngozi)]",25,6,2
2026-07-31,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Sheep,"[Abortions (Mimba Kutoka), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Skin swellings (uvimbe wa ngozi), Loss of weight]",13,2,0
2026-07-31,0.0,0.0,Marsabit,North Horr,North Horr,Gaalasa,Goats,"[Sudden Death (Kifo cha ghafla), Bleeding from openings (Kuvunja damu), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Skin swellings (uvimbe wa ngozi)]",22,6,1
2026-07-31,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Sudden Death (Kifo cha ghafla), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Skin swellings (uvimbe wa ngozi)]",24,7,2
2026-07-31,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Camel,"[Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Skin swellings (uvimbe wa ngozi), Swollen glands, Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",14,2,0
2026-07-31,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Abortions (Mimba Kutoka), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",15,3,0
2026-07-31,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Abortions (Mimba Kutoka), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara)]",13,2,0
2026-07-31,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Lameness (Kushindwa kutembea), Bleeding from openings (Kuvunja damu), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara)]",27,6,2
2026-07-31,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Wounds on Legs & mouth, Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi), Bleeding from openings (Kuvunja damu), Sudden Death (Kifo cha ghafla)]",23,5,2
2026-07-28,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Pouring Saliva (Kumwaga mate), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",27,8,4
2026-07-28,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Sudden Death (Kifo cha ghafla), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",26,7,3
2026-07-28,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Sudden Death (Kifo cha ghafla), Wounds on Legs & mouth, Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Skin swellings (uvimbe wa ngozi)]",24,5,2
2026-07-28,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara)]",23,6,2
2026-07-28,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Camel,"[Abortions (Mimba Kutoka), Skin swellings (uvimbe wa ngozi), Swollen glands, Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",12,2,0
2026-07-25,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Sheep,"[Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Loss of weight]",13,2,0
2026-07-25,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Camel,"[Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Skin swellings (uvimbe wa ngozi), Bloody Faeces, Diarrhoea (Kuhara), Swollen glands, Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",15,3,0
2026-07-25,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Sudden Death (Kifo cha ghafla), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",25,4,2
2026-07-25,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Sudden Death (Kifo cha ghafla), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara)]",26,7,3
2026-07-25,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Sudden Death (Kifo cha ghafla), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",24,7,2
2026-07-24,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Pouring Saliva (Kumwaga mate), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",21,4,2
2026-07-24,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Lameness (Kushindwa kutembea), Sudden Death (Kifo cha ghafla), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",24,5,1
2026-07-24,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Sheep,"[Pouring Saliva (Kumwaga mate), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Loss of weight]",15,3,1
2026-07-24,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Camel,"[Pouring Saliva (Kumwaga mate), Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Swollen glands, Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",16,4,0
2026-07-24,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Sudden Death (Kifo cha ghafla), Bleeding from openings (Kuvunja damu), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",27,8,3
2026-07-24,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Camel,"[Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Swollen glands, Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",15,3,0
2026-07-24,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Camel,"[Abortions (Mimba Kutoka), Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Swollen glands, Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",13,2,0
2026-07-24,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Sheep,"[Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Loss of weight]",14,2,0
2026-07-24,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Sheep,"[Abortions (Mimba Kutoka), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Loss of weight]",13,2,0
2026-07-24,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Sudden Death (Kifo cha ghafla), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",22,5,2
2026-07-24,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Bleeding from openings (Kuvunja damu), Pouring Saliva (Kumwaga mate), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",26,7,3
2026-07-24,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Sudden Death (Kifo cha ghafla), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",25,7,2
2026-07-24,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Sudden Death (Kifo cha ghafla), Pouring Saliva (Kumwaga mate), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",23,6,1
2026-07-24,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Abortions (Mimba Kutoka), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara)]",15,3,1
2026-07-23,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",27,6,2
2026-07-22,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Sheep,"[Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Skin swellings (uvimbe wa ngozi), Loss of weight]",14,2,1
2026-07-22,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Sheep,"[Abortions (Mimba Kutoka), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Skin swellings (uvimbe wa ngozi), Loss of weight, Diarrhoea (Kuhara)]",13,2,0
2026-07-22,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Camel,"[Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Swollen glands, Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",15,2,1
2026-07-22,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Camel,"[Abortions (Mimba Kutoka), Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Swollen glands, Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",20,5,2
2026-07-22,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Sudden Death (Kifo cha ghafla), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Skin swellings (uvimbe wa ngozi)]",23,6,2
2026-07-21,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Camel,"[Abortions (Mimba Kutoka), Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Swollen glands, Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",21,5,1
2026-07-21,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Bleeding from openings (Kuvunja damu), Sudden Death (Kifo cha ghafla), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",22,4,2
2026-07-21,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",26,7,2
2026-07-21,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Sudden Death (Kifo cha ghafla), Pouring Saliva (Kumwaga mate), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",24,5,2
2026-07-21,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Abortions (Mimba Kutoka), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",23,6,2
2026-07-20,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Sheep,"[Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Skin swellings (uvimbe wa ngozi), Loss of weight]",15,2,0
2026-07-20,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Sheep,"[Abortions (Mimba Kutoka), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Loss of weight]",13,1,0
2026-07-20,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Camel,"[Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Swollen glands, Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",16,2,0
2026-07-20,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Camel,"[Abortions (Mimba Kutoka), Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Swollen glands, Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",15,3,0
2026-07-20,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Bleeding from openings (Kuvunja damu), Pouring Saliva (Kumwaga mate), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Skin swellings (uvimbe wa ngozi)]",24,6,3
2026-07-20,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",24,5,2
2026-07-20,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Sudden Death (Kifo cha ghafla), Bleeding from openings (Kuvunja damu), Pouring Saliva (Kumwaga mate), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",27,8,3
2026-07-20,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",25,6,2
2026-07-20,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Sudden Death (Kifo cha ghafla), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara)]",26,7,4
2026-07-20,0.0,0.0,Marsabit,North Horr,North Horr,Galasa,Goats,"[Abortions (Mimba Kutoka), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Swollen glands, Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",15,3,1
2026-07-31,40.860636,4.1187964,Mandera,Banissa,Malkamari,Hullow,Camel,"[Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Discharge from the eyes (Machozi), Swollen glands]",14,8,1
2026-07-30,40.860636,4.1187964,Mandera,Banissa,Malkamari,Hullow,Goats,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Bloody Faeces]",30,12,3
2026-07-30,40.860636,4.1187964,Mandera,Banissa,Malkamari,Hullow,Camel,"[Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Discharge from the eyes (Machozi), Swollen glands]",10,7,1
2026-07-29,40.860636,4.1187964,Mandera,Banissa,Malkamari,Hullow,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara)]",6,4,1
2026-07-28,41.0874303,3.0751457,Mandera,Lafey,Alango Gof,Alungo ,Sheep,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",90,28,2
2026-07-28,41.0581462,3.056482,Mandera,Lafey,Alango Gof,Alungo ,Cattle,[Diarrhoea (Kuhara)],15,2,0
