Id,Cadre,Date of Start of Outbreak/Event,Date Event Reported,Season,Latitude,Longitude,Region,Area Type,Area Name,Animal Category,Species,Population in Herd,Traumatic injuries,Number Affected,Type of injury,Nature of human inflicted injury,Death of animals,Skin lesions/ swellings,Respiratory Signs,oral and foot lesions,Diarrhoea,Emaciation,Aggression,Central Nervous System signs,Blindness/Eye condition,Reproductive signs,Other Signs/Syndomes,Number Sick / Bitten,Number Dead,Disease/Condition,Other Disease,Nature of Diagnosis,Number of Humans Affected,Disease Control Method
4c5559db-977d-4945-aa51-f88677795eeb,Ranger,2020-03-03,2020-05-03,Dry,37.4219918,-122.0839808,Mountain,Non-Protected Area: Community land,T,Carnivore,Jackals,51-100,No,0.0,Unknown,Unknown,No,No,No,No,No,No,No,No,No,Yes,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
0d51a881-7723-4460-9190-825ed950160e,Research scientist,2020-07-04,2020-07-04,Dry,0.2947839,38.0606659,Eastern,Protected Area: National Park,Meru ,Non-human Primates,Baboons,<10,Yes,2.0,Unknown,Unknown,No,No,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
a4c996a2-ad0e-4fc1-9f5e-37a0e9057f75,Ranger,2020-07-10,2020-07-14,Dry,0.1002217,38.00875,Eastern,Protected Area: National Park,Kora N Park,Carnivore,Lions,<10,Yes,1.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
6d54fe0d-9506-4771-a237-7b7cfb75a11f,Conservancy manager,2020-08-18,2020-08-18,Rainy,0.876056,36.5518409,Mountain,Non-Protected Area: Conservancies,lolmolok,Herbivore,Equidae (Zebra),11-50,No,0.0,Unknown,Unknown,No,Yes,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
52f716e6-cc49-41ed-a185-63a79227b4ee,Ranger,2020-08-16,2020-08-16,Dry,0.2352469,38.0447162,Eastern,Protected Area: National Park,M N Park,Herbivore,Eland,<10,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
1777dbf4-0cd0-4ab3-98c1-e7c0090a6357,Ranger,2020-10-12,2020-10-12,Dry,0.2394437,38.0424551,Eastern,Protected Area: National Park,Meru N Park,Herbivore,Equidae (Zebra),<10,Yes,1.0,Unknown,Unknown,No,No,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
1fdf96bf-141d-4685-ac81-05d4f736abfd,Ranger,2020-07-24,2020-07-24,Dry,0.28805,38.0646614,Eastern,Protected Area: National Park,MNpark No 32,Carnivore,Lions,<10,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
286d5366-b482-4752-bf74-589c045f0505,Research scientist,2020-12-04,2020-12-04,Dry,30.5643401,-96.2686086,Mountain,Non-Protected Area: Community land,S,Carnivore,Jackals,101-500,Yes,1.0,Unknown,Unknown,No,No,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
7f6d130c-1f2a-4153-ae32-e05f711a6a3b,Research scientist,2020-08-18,2020-08-18,Dry,0.0,0.0,Tsavo,Protected Area: National Park,Near Sala ,Herbivore,Equidae (Zebra),11-50,Yes,1.0,Unknown,Unknown,No,No,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
20a9a265-176b-4d57-9a4b-02663c465d7c,Veterinarian,2021-03-15,2021-03-15,Dry,0.0044329,37.0705373,Mountain,Non-Protected Area: Conservancies,Ol Pejeta ,Herbivore,Buffalo,<10,No,0.0,Unknown,Unknown,No,Yes,No,Yes,No,No,No,No,No,No,No,1.0,0.0,Other,FMD,Clinical,0.0,[Treatment]
48b2e803-925b-47fa-bb1f-df025f0bd370,Veterinarian,2021-03-29,2021-03-29,Dry,0.0269858,36.9031431,Mountain,Non-Protected Area: Conservancies,Ol Pejeta CONSERVANCY ,Herbivore,Equidae (Zebra),11-50,No,0.0,Unknown,Unknown,Yes,No,No,No,No,Yes,No,No,No,No,No,1.0,1.0,Other,Perforating Gastritis ,Post Mortem,0.0,[Other]
1e8f8c06-f8ff-4f56-b8f8-507c27a74a3e,Veterinarian,2021-03-16,2021-03-16,Dry,0.0270261,36.9031401,Mountain,Non-Protected Area: Conservancies,Ol Pejeta Conservancy ,Carnivore,Lions,<10,Yes,1.0,Species territorial fights,Unknown,Yes,Yes,No,No,No,No,No,No,No,No,No,1.0,1.0,Other,Injured By Other Lions ,Post Mortem,0.0,[No Action]
ae476402-45a6-43b1-8e0a-525c0e2cfcd8,Research scientist,2020-08-11,2020-08-11,Dry,-3.3525312,38.5989863,Tsavo,Protected Area: National Park,Research Center ,Non-human Primates,Baboons,<10,Yes,1.0,Unknown,Unknown,No,Yes,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
0f2dcfc5-47f8-4f3c-8e86-3c8f8166c730,Ranger,2020-11-17,2020-11-17,Dry,0.2599489,37.9503624,Eastern,Protected Area: National Park,Meru,Herbivore,Equidae (Zebra),<10,Yes,1.0,Unknown,Unknown,No,No,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
30565900-039b-4ca5-97c8-f1d522ea03cb,Research scientist,2021-04-23,2021-04-23,Dry,0.0,0.0,Eastern,Non-Protected Area: Conservancies,f,Carnivore,Leopards,101-500,Yes,2.0,Unknown,Unknown,No,No,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
399d637a-b9ea-4d65-8fea-4159bd77be37,Research scientist,2021-09-21,2021-09-21,Dry,0.0,0.0,Mountain,Protected Area: National Reserve,Ngamia,Herbivore,Buffalo,11-50,No,0.0,Unknown,Unknown,No,No,No,No,No,No,No,No,No,No,Yes,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
fc6fb559-3314-421f-9ecb-398b87df30c0,Veterinarian,2021-09-20,2021-09-20,Dry,0.0209101,37.0907281,Mountain,Non-Protected Area: Community land,Nanyuki,Carnivore,Hyena,<10,Yes,1.0,Species territorial fights,Unknown,No,No,No,No,No,No,No,No,No,No,No,1.0,0.0,Canine Distemper,Unknown,Clinical,0.0,[No Action]
f382d933-08b8-4838-9712-b868d4178610,Research scientist,2021-09-21,2021-09-21,Rainy,0.020911,37.0907208,Western,Protected Area: National Park,Mt. Elgon,Herbivore,Buffalo,<10,Yes,1.0,Unknown,Unknown,No,No,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
dcb73cdd-ce17-4be2-b6b7-5783e6034094,Veterinarian,2021-09-19,2021-09-21,Dry,0.02091,37.0907278,Central Rift,Protected Area: National Park,Nakuru National Park ,Herbivore,Buffalo,>1000,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,0.0,20.0,Anthrax,Unknown,Clinical,0.0,"[Decontamination, Vaccination]"
73ac15c9-a92c-492c-a94d-c7b54f005d03,Conservancy manager,2021-09-19,2021-09-21,Dry,0.020874,37.091122,Central Rift,Protected Area: National Park,Nakuruu,Herbivore,Buffalo,11-50,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
f79343ea-cff6-4a51-a132-02b914aca90e,Research scientist,2021-09-17,2021-09-21,Dry,0.020874,37.091122,Central Rift,Protected Area: National Park,Nakuru,Herbivore,Buffalo,11-50,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,Yes,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
c89aec89-6e75-4ba0-9421-f3f19fa8de76,Research scientist,2021-09-19,2021-09-21,Dry,0.0233712,37.0908373,Central Rift,Protected Area: National Park,Nakuru N. Park,Herbivore,Buffalo,11-50,No,0.0,Unknown,Unknown,Yes,No,No,No,Yes,No,No,No,No,No,Yes,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
bda89722-3237-44f4-a942-769762af2cd1,Conservancy manager,2021-09-19,2021-09-21,Dry,0.02091,37.0907275,Central Rift,Protected Area: National Park,Nakuru National ,Herbivore,Buffalo,>1000,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
4e7a4ccf-4a1e-40a5-b36c-50cdd0b4eafd,Veterinarian,2021-09-19,2021-09-21,Dry,0.0,0.0,Mountain,Non-Protected Area: Ranch,Mpala,Herbivore,Buffalo,<10,No,0.0,Unknown,Unknown,No,Yes,No,No,No,No,No,No,No,No,No,1.0,0.0,Other,Fungal,Clinical,0.0,[Treatment]
fabe23c1-8b24-4848-9288-119ea9106a17,Veterinarian,2021-09-19,2021-09-21,Dry,0.0209101,37.0907275,Central Rift,Protected Area: National Park,Nakuru National Park ,Herbivore,Buffalo,>1000,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,0.0,20.0,Anthrax,Unknown,Clinical,0.0,"[Decontamination, Vaccination]"
d1311575-7516-4df8-a98c-840d45cc85d6,Veterinarian,2021-09-17,2021-09-21,Dry,0.020874,37.091122,Central Rift,Protected Area: National Park,Nakuru,Herbivore,Buffalo,11-50,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,Yes,0.0,10.0,Anthrax,Unknown,Clinical,0.0,"[Decontamination, Other]"
5fb2f20f-f8ec-4554-9c24-e86e9ab38df7,Veterinarian,2021-09-20,2021-09-21,Dry,0.0,0.0,Central Rift,Protected Area: National Park,Lake Nakuru,Herbivore,Buffalo,11-50,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,5.0,5.0,Anthrax,Unknown,Clinical,1.0,"[Treatment, Decontamination]"
c99ed42b-0b96-4855-b4b9-bf96a631b395,Conservancy manager,2021-09-20,2021-09-21,Dry,0.0207295,37.0907521,Central Rift,Protected Area: National Park,Lake Nakuru,Herbivore,Buffalo,11-50,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
8f5f8e1d-af27-4e65-bdf7-ad2ca7470764,Research scientist,2021-09-21,2021-09-21,Dry,3693.0,5698.0,Central Rift,Protected Area: National Park,Nakuru,Herbivore,Buffalo,101-500,Yes,2.0,Unknown,Unknown,No,No,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
c7f174cf-d899-4001-a9f6-eb1908ed8d1e,Veterinarian,2021-09-20,2021-09-20,Rainy,0.0209259,37.0907294,Mountain,Non-Protected Area: Community land,Laikipia,Herbivore,Buffalo,11-50,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,10.0,10.0,Anthrax,Unknown,Clinical,0.0,[Decontamination]
b3ffb10c-4c21-43c3-8370-dddead532466,Ranger,2021-09-19,2021-09-19,Dry,0.0209089,37.0907229,Central Rift,Protected Area: National Park,Nakuruu,Herbivore,Buffalo,11-50,Yes,10.0,Unknown,Unknown,No,No,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
3a711995-f4f7-4416-873d-da7227c22471,Veterinarian,2021-09-21,2021-09-21,Dry,0.0209329,37.090721,Mountain,Non-Protected Area: Conservancies,Mount KENYA,Herbivore,Eland,11-50,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,2.0,2.0,Other,East Coast Fever,Clinical,0.0,[Relocation]
6d3ec503-7e69-4e3d-8b64-3a562fc1ac51,Conservancy manager,2021-09-21,2021-09-21,Dry,0.02091,37.0907282,Central Rift,Protected Area: National Reserve,Masai Mara,Herbivore,Thomson gazelles,<10,No,0.0,Unknown,Unknown,No,Yes,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
a96e25bd-d593-486f-a24c-91db6afa231f,Veterinarian,2021-09-19,2021-09-21,Rainy,0.0209255,37.0907304,Central Rift,Protected Area: National Park,Nakuru National Park,Herbivore,Buffalo,11-50,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,5.0,10.0,Anthrax,Unknown,Clinical,0.0,[No Action]
a8fa72b0-0789-4904-8ce6-b532c9460ec8,Veterinarian,2021-09-17,2021-09-21,Dry,0.0209148,37.0907284,Central Rift,Protected Area: National Park,Nakuru,Herbivore,Buffalo,11-50,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,Yes,0.0,10.0,Anthrax,Unknown,Clinical,0.0,"[Decontamination, Other]"
1e010324-35ea-4511-a49a-9d2ed179c3ff,Veterinarian,2021-09-21,2021-09-21,Rainy,0.0209128,37.0907305,Northern,Non-Protected Area: Conservancies,Kongoni,Herbivore,Buffalo,11-50,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,0.0,10.0,Anthrax,Unknown,Clinical,0.0,"[Decontamination, Other]"
49cb5e6a-17b0-4886-88b6-b06e21cae2be,Research scientist,2021-09-21,2021-09-21,Dry,0.0209253,37.0907312,Central Rift,Protected Area: National Park,Nakuru,Herbivore,Buffalo,11-50,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,Yes,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
164b9deb-5700-4e0b-a5eb-e83151b7179e,Veterinarian,2021-09-21,2021-09-21,Rainy,0.0209128,37.0907305,Northern,Protected Area: National Reserve,Bsnr,Herbivore,Buffalo,<10,Yes,1.0,Predator,Unknown,Yes,Yes,Yes,No,No,No,No,No,No,No,No,1.0,1.0,Other,Predator,Clinical,0.0,[No Action]
0e1e78f6-0b2c-4554-a2e7-576127fac705,Veterinarian,2021-09-19,2021-09-20,Dry,0.0209309,37.090729,Central Rift,Protected Area: National Park,Nakuru,Herbivore,Buffalo,11-50,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,Yes,10.0,5.0,Anthrax,Unknown,Clinical,0.0,"[Decontamination, Other]"
2ad7cda7-1aff-4b78-96d2-c18b7d637a67,Research scientist,2021-09-17,2021-09-21,Dry,0.0209292,37.0907297,Central Rift,Protected Area: National Park,Nakuru,Herbivore,Buffalo,11-50,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,Yes,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
4beebd6f-99c9-49dc-9623-e765f9359383,Research scientist,2021-09-22,2021-09-22,Dry,0.0,0.0,Mountain,Non-Protected Area: Conservancies,Mpala,Herbivore,Buffalo,11-50,No,0.0,Unknown,Unknown,No,Yes,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
973a60ac-9843-4441-8bc3-fe6230cce089,Research scientist,2021-09-22,2021-09-22,Dry,0.0,0.0,Mountain,Non-Protected Area: Conservancies,Mpala,Herbivore,Buffalo,11-50,No,0.0,Unknown,Unknown,No,Yes,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
398e85c2-5695-400a-ac82-db044d6183c6,Veterinarian,2021-09-22,2021-09-22,Dry,0.390249,37.1592246,Mountain,Non-Protected Area: Conservancies,Mpala,Herbivore,Buffalo,11-50,No,0.0,Unknown,Unknown,No,Yes,No,No,No,No,No,No,No,No,No,1.0,0.0,Other,Ectoparasites,Clinical,0.0,[Treatment]
0ac9199a-9e31-4464-871f-551b2656e694,Ranger,2021-09-21,2021-09-21,Dry,0.1625906,37.0208685,Mountain,Non-Protected Area: Conservancies,Mpala,Herbivore,Buffalo,11-50,Yes,2.0,Unknown,Unknown,No,Yes,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
bb31ea99-d0e3-4216-b703-90760ebeb90f,Ranger,2021-10-20,2021-10-20,Dry,0.0,0.0,Eastern,Protected Area: National Park,Meru National Park,Herbivore,Giraffe,11-50,No,0.0,Unknown,Unknown,Yes,No,No,No,No,Yes,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
cfc0c92c-f7b1-469a-aa6a-debbd0ecfe0e,Veterinarian,2021-09-22,2021-09-22,Dry,0.3932576,37.1605293,Mountain,Non-Protected Area: Community land,Mpala,Herbivore,Buffalo,<10,No,0.0,Unknown,Unknown,No,No,No,No,No,No,No,No,No,No,Yes,10.0,0.0,Other,ECF,Clinical,10.0,[Treatment]
feb02615-d94e-43b2-8783-138d5397472c,Veterinarian,2021-09-21,2021-09-21,Dry,0.4730821,37.0116825,Northern,Non-Protected Area: Ranch,Mpala,Herbivore,Buffalo,<10,No,0.0,Unknown,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,1.0,0.0,Other,Malnutrition ,Clinical,0.0,[No Action]
f2661bcb-f78b-4666-96c8-091105ea0354,Veterinarian,2021-09-22,2021-09-22,Dry,0.0936346,36.961999,Mountain,Non-Protected Area: Conservancies,Nanyuki,Herbivore,Buffalo,<10,No,0.0,Unknown,Unknown,No,Yes,No,No,No,No,No,No,No,No,No,1.0,0.0,Other,Photosensitivity,Clinical,0.0,[Treatment]
c4db63d8-e737-4ed8-a8ae-dc19c96b8b45,Research scientist,2021-09-15,2021-09-21,Dry,0.4695113,37.0160449,Mountain,Non-Protected Area: Ranch,Mpala Research,Herbivore,Buffalo,<10,No,0.0,Unknown,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
05afdb80-1a4b-45f8-a11a-59b8f75ceef0,Veterinarian,2021-09-22,2021-09-22,Dry,0.0,0.0,Mountain,Non-Protected Area: Ranch,Mpala Ranch,Herbivore,Buffalo,<10,No,0.0,Unknown,Unknown,No,Yes,No,No,No,No,No,No,No,No,No,1.0,0.0,Other,Mineral Deficiency,Clinical,0.0,[Treatment]
26cf1874-e9c9-4c4e-a524-eabd9b86c237,Research scientist,2021-09-22,2021-09-23,Dry,0.0,0.0,Mountain,Non-Protected Area: Conservancies,Mpala Concervancy,Herbivore,Buffalo,11-50,Yes,1.0,Unknown,Unknown,No,No,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
e65f2a18-e869-4821-8b29-552126649098,Research scientist,2021-09-21,2021-09-22,Dry,0.0,0.0,Mountain,Non-Protected Area: Conservancies,Mpala,Herbivore,Buffalo,11-50,Yes,1.0,Unknown,Unknown,No,No,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
3740f191-e019-404d-b075-4da982b7aebe,Research scientist,2021-09-21,2021-09-22,Dry,0.0,0.0,Eastern,Non-Protected Area: Conservancies,Mpala,Herbivore,Buffalo,<10,No,0.0,Unknown,Unknown,No,Yes,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
82f99f3b-9bac-4fa2-a456-474e045a0d7a,Veterinarian,2021-09-22,2021-09-22,Rainy,0.0,0.0,Northern,Non-Protected Area: Conservancies,Mpala,Herbivore,Buffalo,<10,No,0.0,Unknown,Unknown,No,No,No,No,No,No,No,No,No,No,Yes,0.0,0.0,Other,Emaciation,Clinical,0.0,[Treatment]
5631170d-a7fd-461b-be2c-492ee33f89d4,Veterinarian,2021-09-22,2021-09-22,Rainy,0.4730821,37.0116825,Mountain,Non-Protected Area: Conservancies,Mpala,Herbivore,Buffalo,11-50,Yes,1.0,Predator,Unknown,No,No,No,No,No,No,No,No,No,No,No,1.0,0.0,Other,Injury,Clinical,0.0,[Treatment]
dc583b30-6ce3-491e-bb4a-1d4178356e7f,Research scientist,2021-09-19,2021-09-22,Dry,0.0209252,37.0907295,Central Rift,Protected Area: National Park,Nakuru,Herbivore,Buffalo,11-50,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,Yes,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
b28e874f-84e1-4cbb-852c-ef436d7c9a3e,Veterinarian,2021-09-08,2021-09-21,Dry,0.0209097,37.0907283,Northern,Non-Protected Area: Conservancies,Sabuli,Herbivore,Giraffe,11-50,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,1.0,1.0,Anthrax,Unknown,Clinical,0.0,[Decontamination]
a7068c48-2e4a-46b1-a73a-9477a475b9a8,Research scientist,2021-09-22,2021-09-22,Rainy,0.0249991,37.0928486,Mountain,Non-Protected Area: Community land,Mpala,Herbivore,Buffalo,11-50,No,0.0,Unknown,Unknown,No,Yes,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
dc172277-b1ca-48aa-9038-5f5585830c14,Research scientist,2021-09-15,2021-09-21,Dry,0.0,0.0,Mountain,Non-Protected Area: Ranch,MPALA RC,Herbivore,Buffalo,11-50,Yes,1.0,Unknown,Unknown,No,No,Yes,No,Yes,Yes,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
c393974e-350f-4b62-9fc8-fb2955582e97,Veterinarian,2021-09-22,2021-09-22,Dry,0.0,0.0,Mountain,Non-Protected Area: Community land,Reteti Elephant Sanctuary,Herbivore,Elephants,11-50,No,0.0,Unknown,Unknown,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,Clostridia enterotoxaemia,Unknown,Clinical,0.0,[Treatment]
aa9afeb4-569d-40e5-9eab-e26c346dc7f1,Research scientist,2021-09-22,2021-09-22,Rainy,0.0112335,37.0750166,Mountain,Non-Protected Area: Conservancies,Mpala,Herbivore,Buffalo,<10,No,0.0,Unknown,Unknown,No,Yes,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
d74833c7-ef3b-4023-bc9a-e398880ba728,Veterinarian,2021-09-27,2021-09-27,Dry,-0.8608243,36.2978203,Central Rift,Non-Protected Area: Conservancies,Hippo Point ,Herbivore,Buffalo,<10,No,0.0,Unknown,Unknown,No,No,No,No,No,No,No,No,No,No,Yes,2.0,0.0,Other,Heavy Tick Infestation ,Clinical,0.0,[Treatment]
c91aa9c4-8de2-42bc-aff9-87cd9ca1d110,Research scientist,2021-09-27,2021-09-27,Rainy,0.0,0.0,Central Rift,Protected Area: National Park,Lake Nakuru,Herbivore,Buffalo,<10,Yes,1.0,Unknown,Unknown,Yes,Yes,No,No,No,No,No,No,No,No,Yes,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
cd2dcdef-294f-4226-9d84-e5b8ce8ff2ac,Veterinarian,2021-09-28,2021-09-28,Dry,-0.6806274,36.403117,Central Rift,Non-Protected Area: Ranch,Manera Farm ,Herbivore,Equidae (Zebra),11-50,No,0.0,Unknown,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,1.0,3.0,Other,Starvation,Clinical,0.0,[No Action]
ca761a6e-c408-4be3-94dd-bdb81f6e1ef7,Veterinarian,2021-09-24,2021-09-25,Rainy,0.0,0.0,Mountain,Non-Protected Area: Community land,Westgate Conservancy,Herbivore,Impalla,11-50,No,0.0,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,Yes,No,0.0,17.0,Other,Pasteurellosis,Clinical,0.0,[Decontamination]
a03c9657-38f5-45da-9f6b-c038168cd8fc,Veterinarian,2021-09-30,2021-09-28,Dry,-0.7366544,36.464332,Central Rift,Non-Protected Area: Conservancies,WRTI_main Campus,Herbivore,Equidae (Zebra),<10,No,0.0,Unknown,Unknown,No,Yes,No,No,No,No,No,No,No,No,Yes,0.0,0.0,Other,Sarcoids,Clinical,0.0,[Treatment]
faff6fa8-5332-4a07-a697-af3c8d38f5d2,Veterinarian,2021-09-29,2021-09-30,Dry,-0.7112263,36.4393109,Central Rift,Non-Protected Area: Ranch,Morendat North Farm ,Herbivore,Eland,<10,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,0.0,1.0,Other,Non Conclusive PM - Death Due to Old Age,Post Mortem,0.0,[Other]
9c7af993-5f9c-4d97-94b4-bb8667cda4ee,Veterinarian,2021-10-03,2021-10-06,Dry,0.0,0.0,Mountain,Non-Protected Area: Community land,Reteti Elephant Sanctuary,Herbivore,Elephants,11-50,No,0.0,Unknown,Unknown,No,No,Yes,No,Yes,No,No,No,No,No,No,1.0,2.0,Other,Salmonellosis,Clinical,0.0,"[Treatment, Decontamination]"
40c6c5fa-6c87-4c19-8ad4-b849b2dd6e5d,Veterinarian,2021-10-07,2021-10-07,Dry,1.1146605,37.4602144,Mountain,Non-Protected Area: Community land,Reteti Elephant Sanctuary,Herbivore,Other,<10,No,0.0,Unknown,Unknown,No,No,Yes,No,No,No,No,No,No,No,No,1.0,0.0,Other,Pneumonia,Clinical,0.0,[Treatment]
3fd79f6d-d10a-4151-8206-8c0bb0eb72d5,Veterinarian,2021-10-13,2021-10-13,Dry,-0.4940657,36.3543803,Central Rift,Non-Protected Area: Community land,Kamathatha,Herbivore,Equidae (Zebra),11-50,Yes,2.0,Human inflicted,Snares,No,No,No,No,No,No,No,No,No,No,No,0.0,0.0,Other,Rope Snare On Front Leg ,Clinical,0.0,[Treatment]
604f1c09-0948-4651-a40c-79d477047388,Veterinarian,2021-10-13,2021-10-13,Dry,-0.4940657,36.3543803,Central Rift,Non-Protected Area: Community land,Kamathatha ,Herbivore,Equidae (Zebra),11-50,Yes,1.0,Human inflicted,Snares,No,No,No,No,No,No,No,No,No,No,No,0.0,0.0,Other,Wire Snare On The Neck ,Clinical,0.0,[Treatment]
c06c2884-404b-42de-b203-ba7d5650732a,Veterinarian,2021-10-13,2021-10-13,Dry,-0.8271217,36.3374506,Central Rift,Non-Protected Area: Ranch,Kedong Ranch ,Herbivore,Buffalo,11-50,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,0.0,1.0,Other,Traumatic Pericarditis (TRP),Post Mortem,0.0,[No Action]
1da72075-c9a3-41ee-9f20-84a1ca89720a,Veterinarian,2021-10-19,2021-10-20,Dry,1.1146598,37.4602193,Mountain,Non-Protected Area: Community land,Reteti Elephant Sanctuary,Herbivore,Elephants,11-50,No,0.0,Unknown,Unknown,No,No,No,No,Yes,No,No,No,No,No,No,1.0,0.0,Other,"Salmonellosis, Clostridial Or Protozoa",Clinical,0.0,"[Treatment, Decontamination]"
ddb1a612-bbc7-4041-ba28-b0784a5f9ad3,Veterinarian,2021-10-18,2021-10-18,Dry,0.0,0.0,Mountain,Non-Protected Area: Community land,Sera Wildlife Conservancy,Herbivore,Elephants,<10,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,0.0,1.0,Other,"Lung Hemorrhage, Septicemia And Severe Helminthiasis",Post Mortem,0.0,[Decontamination]
b73e82dd-6768-4e13-95c8-290b7496e6d2,Research scientist,2022-03-21,2022-03-21,Dry,-0.3079185,36.0541711,Central Rift,Protected Area: National Park,Lake Nakuru ,Herbivore,Buffalo,<10,No,0.0,Unknown,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,0.0,0.0,Unknown,Unknown,Unknown,0.0,Unknown
f7a1b7ef-c85d-4e71-b5e4-7abc55adb992,Veterinarian,2021-10-07,2021-10-08,Dry,-0.492244,36.1513156,Central Rift,Protected Area: National Park,Lake Nakuru NP,Herbivore,Rhinos,11-50,Yes,1.0,Species territorial fights,Unknown,No,No,No,No,No,No,No,No,No,No,No,1.0,0.0,Other,Trauma ,Clinical,0.0,[Treatment]
