Date of Report,Date of Start of Outbreak/Event,County,Sub-County,Ward,Locality,Species Affected,Production System,Abortion,Number Sick / Bitten,Number Dead,Disease/Condition,Nature of Diagnosis,Number of Humans Affected (If zoonosis),Number Vaccinated,Disease Control Method,Longitude,Latitude,Number Sick
2022-05-17,2022-05-17,Tana River,Galole,Chewani,Village/Farm,Bees,Extensive,No,0,0,Varroosis,Clinical,0,0,[No Action],40.0384748,-1.1896577,3
2022-05-18,2022-05-18,Marsabit,Saku,Marsabit Central,Village/Farm,Cattle,Intensive,No,0,0,Pneumonia,Clinical,0,0,[Treatment],37.9902084,2.3308227,1
2022-05-17,2022-05-16,Homa Bay,Ndhiwa,Kabuoch South/Pala,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vaccination, Vector Control]",34.5035014,-0.7924774,1
2022-05-17,2022-05-17,Tana River,Garsen,Kipini East,Village/Farm,Goats,Mixed,No,0,0,Pneumonia,Clinical,0,0,"[Treatment, Isolation]",40.5274976,-2.5255483,6
2022-05-17,2022-05-15,Makueni,Kibwezi West,Emali/Mulala,Village/Farm,Chicken,Mixed,No,0,8,Infectious Bursai Disease (Gumboro),Post Mortem,0,0,"[Quarantine, Treatment]",37.5143081,-2.1060718,10
2022-05-17,2022-05-17,Bungoma,Kabuchai,West Nalondo,Village/Farm,Cattle,Mixed,No,0,0,Traumatic bruises,Clinical,0,0,[Treatment],34.5710086,0.6091523,1
2022-05-17,2022-05-17,Tana River,Garsen,Kipini East,Village/Farm,Goats,Extensive,No,0,0,Pneumonia,Clinical,0,0,"[Treatment, Isolation]",40.5274976,-2.5255483,2
2022-05-11,2022-05-11,Marsabit,Moyale,Uran,Village/Farm,Goats,Extensive,No,0,0,Peste des Petit Ruminants (PPR),Clinical,0,0,[Treatment],38.346726,3.368267,2
2022-05-11,2022-05-01,Marsabit,Moyale,Uran,Village/Farm,Sheep,Extensive,No,0,0,Sheep Pox,Clinical,0,0,[Treatment],38.22745,3.500533,2
2022-05-17,2022-05-17,Bungoma,Kabuchai,Kabuchai/Chwele,Village/Farm,Cattle,Intensive,No,0,0,metritis,Clinical,0,0,[Treatment],34.5621995,0.5713043,1
2022-05-17,2022-05-17,Tana River,Bura,Hirimani,Abattoir,Goats,Extensive,No,0,0,Helminthiasis,Post Mortem,0,0,[No Action],39.8293522,-1.2001821,1
2022-05-16,2022-05-16,Bungoma,Kabuchai,Bwake/Luuya,Village/Farm,Cattle,Mixed,No,0,0,Black Quarter,Clinical,0,0,[Treatment],34.5751612,0.6003201,1
2022-05-11,2022-05-08,Marsabit,Moyale,Uran,Village/Farm,Donkey,Extensive,No,0,0,Tetanus,Clinical,0,0,[Treatment],38.513468,3.511085,1
2022-05-17,2022-05-17,Tana River,Bura,Hirimani,Abattoir,Goats,Extensive,No,0,0,Pneumonia,Post Mortem,0,0,[No Action],39.8293522,-1.2001821,2
2022-04-17,2022-05-16,Kakamega,Mumias West,Mumias North,Village/Farm,Cattle,Intensive,No,0,1,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",34.7557441,0.2807116,1
2022-05-14,2022-05-14,Bungoma,Kabuchai,West Nalondo,Village/Farm,Cattle,Intensive,No,0,1,calf score,Clinical,0,0,[Treatment],35.744519,0.49137,1
2022-05-17,2022-05-17,Tana River,Bura,Hirimani,Abattoir,Goats,Extensive,No,0,0,Contagious Caprine Pleuropneumonia (CCPP),Post Mortem,0,0,[No Action],39.8293522,-1.2001821,2
2022-05-14,2022-05-14,Kisumu,Nyakach,South East Nyakach,Village/Farm,Cattle,Intensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],34.9818367,-0.37095,1
2022-05-18,2022-05-17,Kisumu,Nyakach,South East Nyakach,Village/Farm,Cattle,Extensive,No,0,0,Heart Water,Clinical,0,0,[Treatment],34.9801147,-0.3745817,1
2022-05-13,2022-05-12,Tana River,Garsen,Kipini East,Village/Farm,Goats,Extensive,No,0,0,Pneumonia,Clinical,0,0,"[Treatment, Isolation]",40.5274976,-2.5255483,6
2022-05-17,2022-05-17,Kirinyaga,Kirinyaga central,Mutira,Village/Farm,Cattle,Intensive,No,0,0,Coccidosis,Clinical,0,0,[Treatment],37.2352693,-0.451162,1
2022-05-17,2022-05-17,Tana River,Bura,Hirimani,Abattoir,Sheep,Extensive,No,0,0,Helminthiasis,Post Mortem,0,0,[No Action],39.8294967,-1.1991817,1
2022-05-18,2022-05-18,Busia,Teso North,Malaba Central,Abattoir,Goats,Unknown,No,0,0,Trypanosomiasis,Post Mortem,0,0,[Other],34.2699988,0.6365046,1
2022-05-17,2022-05-17,Bungoma,Kabuchai,West Nalondo,Village/Farm,Cattle,Intensive,No,0,0,Retained afterbirth,Clinical,0,0,[Treatment],34.7517315,-0.122438,1
2022-05-18,2022-05-18,Busia,Teso North,Malaba Central,Abattoir,Cattle,Unknown,No,0,0,Helminthiasis,Post Mortem,0,0,[Other],34.2699988,0.6365046,1
2022-05-18,2022-05-06,Turkana,Turkana East,Lokori/Kochodin,Village/Farm,Goats,Extensive,No,0,0,Goat Pox,Clinical,0,40,[Vaccination],36.0239161,1.9627084,2
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,0,Lumpy Skin Disease (LSD),Clinical,0,0,"[Treatment, Isolation]",34.2930901,0.0616195,5
2022-05-13,2022-05-10,Narok,Narok West,Mara,Village/Farm,Cattle,Extensive,No,0,10,East Coast Fever(ECF),Clinical,0,150,"[Treatment, Vaccination, Vector Control]",35.2510726,-1.1979896,20
2022-05-18,2022-05-18,Turkana,Turkana North,Nakalale,Village/Farm,Goats,Extensive,No,0,0,Contagious Caprine Pleuropneumonia (CCPP),Clinical,0,25,[Vaccination],0.0,0.0,2
2022-05-17,2022-05-16,Kakamega,Malava,Butali/Chegulo,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Isolation]",34.8545888,0.4485412,1
2022-05-18,2022-05-14,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Isolation]",34.2930907,0.0616169,5
2022-05-18,2022-05-16,Samburu,Samburu West,Maralal,Village/Farm,Cattle,Extensive,No,0,0,Anaplasmosis,Clinical,0,0,[Treatment],36.6989232,1.0922242,2
2022-05-18,2022-05-18,Turkana,Turkana North,Nakalale,Village/Farm,Sheep,Extensive,No,0,0,Mange,Clinical,0,15,[No Action],0.0,0.0,1
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Isolation, Treatment]",34.2944201,0.0622974,5
2022-05-18,2022-05-17,Nyeri,Mukurweini,Rugi,Village/Farm,Cattle,Intensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",37.0884907,-0.5932076,1
2022-05-18,2022-05-15,Makueni,Kibwezi East,Masongaleni,Village/Farm,Chicken,Mixed,No,0,1,Infectious Bronchitis,Clinical,0,0,"[Treatment, Vaccination]",38.0765335,-2.476056,20
2022-05-18,2022-05-14,Siaya,Alego Usonga,Central Alego,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Isolation]",34.2944201,0.0622974,5
2022-05-18,2022-05-18,Bungoma,Kanduyi,Khalaba,Village/Farm,Cattle,Intensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],34.5644332,0.5784005,1
2022-05-18,2022-05-18,Kilifi,Ganze,Sokoke,Village/Farm,Bees,Extensive,No,0,0,Small hive beetle,Clinical,0,0,[No Action],39.784731,-3.3604425,3
2022-05-18,2022-05-17,Nakuru,Naivasha,Olkaria,Village/Farm,Sheep,Extensive,No,0,0,Peste des Petit Ruminants (PPR),Clinical,0,158,"[Treatment, Vaccination, Isolation]",36.3211099,-0.8167935,2
2022-05-18,2022-05-18,Bungoma,Kanduyi,Bukembe East,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],34.6453791,0.6049424,1
2022-05-17,2022-05-14,Siaya,Alego Usonga,Siaya Township,Abattoir,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Isolation]",34.2930937,0.0616117,5
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Isolation]",34.2930944,0.061619,5
2022-05-18,2022-05-18,Kilifi,Ganze,Sokoke,Village/Farm,Bees,Extensive,No,0,0,Wax Moth,Clinical,0,0,[No Action],39.784731,-3.3604425,3
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Isolation]",34.29332375,0.0618850666666666,5
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Isolation]",34.2930893,0.0616186,5
2022-05-18,2022-05-18,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,[Treatment],0.0,0.0,5
2022-05-18,2022-05-18,Siaya,Alego Usonga,Siaya Township,Village/Farm,Chicken,Mixed,No,0,10,Newcastle Disease (NCD),Clinical,10,7,[Vaccination],34.2899071,0.0642308,15
2022-05-17,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Isolation, Treatment, Quarantine]",34.2930954,0.0616192,5
2022-05-17,2022-05-14,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Isolation]",34.2930944,0.061619,5
2022-05-18,2022-05-16,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Quarantine, Isolation]",34.2930944,0.0616161,5
2021-03-17,2022-05-18,Siaya,Alego Usonga,Siaya Township,Abattoir,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Vaccination, Other]",34.293096,0.0616194,5
2022-05-17,2022-05-14,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,1,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Isolation]",0.0,0.0,2
2022-05-18,2022-05-17,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Isolation, Treatment, Other]",34.2930926,0.0616142,5
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Isolation]",34.2930937,0.0616117,5
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Intensive,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Isolation]",34.2930944,0.0616161,5
2022-05-18,2022-05-14,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Isolation]",34.2930926,0.0616142,5
2022-05-17,2022-05-17,Makueni,Kaiti,Ilima,Village/Farm,Cattle,Unknown,No,0,0,Infertility Problem,Clinical,0,0,[Other],37.3394756,-1.8117065,1
2022-05-18,2022-05-14,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Isolation]",34.2899071,0.0642308,5
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Isolation]",34.2930954,0.0616192,5
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,4,[Vaccination],34.2930926,0.0616142,1
2022-05-17,2022-05-14,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Isolation]",34.2892128,0.0543411,5
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,1,Ecf,Post Mortem,0,0,[Vector Control],34.2944201,0.0656749,1
2022-05-18,2022-05-18,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,[Treatment],34.2930954,0.0616192,5
2022-04-17,2022-05-14,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Isolation]",34.2930937,0.0616117,5
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Isolation]",34.2926844,0.0601276,5
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,1,East Coast Fever(ECF),Post Mortem,0,0,[Vector Control],34.2892128,0.0661615,0
2022-05-18,2022-05-17,Siaya,Bondo,Yimbo East,Village/Farm,Cattle,Intensive,No,0,1,Rabies,Laboratory,0,0,[Vaccination],34.2930893,0.0616194,0
2022-05-18,2022-05-15,Siaya,Alego Usonga,Central Alego,Village/Farm,Cattle,Mixed,No,0,1,East Coast Fever(ECF),Post Mortem,0,0,[Vector Control],34.29375166666667,0.0610277833333333,0
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,1,East Coast Fever(ECF),Post Mortem,0,0,[Vector Control],34.2930315,0.0630222,0
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,1,East Coast Fever(ECF),Post Mortem,0,0,[Vector Control],34.2930907,0.0616169,0
2022-05-18,2022-05-18,Siaya,Rarieda,East Asembo,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Isolation]",34.2930907,0.0616169,1
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,1,East Coast Fever(ECF),Post Mortem,0,0,[Vector Control],34.2930944,0.061619,0
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Intensive,No,0,1,East Coast Fever(ECF),Post Mortem,0,0,[Vector Control],0.0,0.0,0
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,1,Bloat,Post Mortem,0,0,[Vector Control],34.2923372,0.0656765,0
2022-05-18,2022-05-18,Siaya,Rarieda,East Asembo,Abattoir,Cattle,Intensive,No,0,0,Not Applicable ,Clinical,0,0,[Other],34.2929511,0.0615448,0
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,1,East Coast Fever(ECF),Post Mortem,0,0,[Vector Control],34.293084,0.061613,0
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,1,Bloat,Post Mortem,0,0,[Other],34.2933787,0.061092,0
2022-05-15,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,1,East Coast Fever(ECF),Post Mortem,0,0,"[Vector Control, Vaccination]",34.2926844,0.0630224,0
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,1,Bloat,Post Mortem,0,0,[Vector Control],34.2930926,0.0616142,0
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,1,East Coast Fever(ECF),Post Mortem,0,0,[Vector Control],34.2888656,0.0649554,0
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Extensive,No,0,1,East Coast Fever(ECF),Post Mortem,0,0,[Vector Control],34.2930937,0.0616117,0
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,1,Bloat,Post Mortem,0,0,[Vector Control],34.2885185,0.0666446,0
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,1,East Coast Fever(ECF),Post Mortem,0,0,[Vector Control],34.2923372,0.0656765,0
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,1,Bloat,Post Mortem,0,0,[Vector Control],34.2928064,0.0601708,0
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,1,Bloat,Post Mortem,0,0,[No Action],34.2926844,0.0601276,0
2022-05-18,2022-05-18,Tana River,Bura,Hirimani,Abattoir,Goats,Extensive,No,0,0,Contagious Caprine Pleuropneumonia (CCPP),Post Mortem,0,0,[No Action],39.8293522,-1.2001821,1
2022-05-18,2022-05-16,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,1,East Coast Fever(ECF),Post Mortem,0,0,"[Treatment, Vaccination]",34.2926844,0.0601276,0
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,1,East Coast Fever(ECF),Post Mortem,0,0,"[Vector Control, Vaccination]",34.2930901,0.0616195,0
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,1,Bloat,Post Mortem,0,0,[Vector Control],34.2930911,0.0616193,0
2022-05-18,2022-05-18,Tana River,Bura,Hirimani,Abattoir,Sheep,Extensive,No,0,0,Helminthiasis,Post Mortem,0,0,[No Action],39.8293522,-1.2001821,3
2022-05-14,2022-05-14,Nyeri,Othaya,Chinga,Village/Farm,Cattle,Intensive,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,[Vaccination],36.9108471,-0.6152893,1
2022-05-18,2022-05-14,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Isolation]",34.2930933,0.061619,5
2022-05-18,2022-05-18,Bungoma,Kabuchai,West Nalondo,Village/Farm,Cattle,Unknown,No,0,0,bloat,Clinical,0,0,[Treatment],0.0,0.0,1
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Mixed,No,0,1,East Coast Fever(ECF),Post Mortem,0,0,[Vector Control],34.2930901,0.0616195,0
2022-05-18,2022-05-18,Nyeri,Othaya,Chinga,Village/Farm,Pigs,Intensive,No,0,2,Foot And Mouth,Clinical,0,0,[Isolation],36.8901068,-0.6012976,1
2022-05-18,2022-05-18,Tana River,Bura,Hirimani,Abattoir,Goats,Extensive,No,0,0,Helminthiasis,Post Mortem,0,0,[No Action],39.8294245,-1.1996819,3
2022-05-18,2022-05-17,Siaya,Rarieda,North Uyoma,Village/Farm,Goats,Mixed,No,0,0,Animal bites,Clinical,0,1,"[Treatment, Isolation]",34.3548027,-0.2554438,1
2022-05-18,2022-05-15,Siaya,Alego Usonga,Siaya Township,Village/Farm,Cattle,Extensive,No,0,1,Bloat,Post Mortem,0,0,[Vector Control],34.2930315,0.0630222,0
2022-05-18,2022-05-18,Tana River,Bura,Hirimani,Abattoir,Goats,Extensive,No,0,0,Pneumonia,Post Mortem,0,0,[No Action],39.8293522,-1.2001821,2
2022-05-19,2022-05-19,Machakos,Matungulu,Matungulu North,Village/Farm,Cattle,Extensive,No,0,1,Bloat,Clinical,0,0,[No Action],37.2940857,-1.0946288,1
2022-05-19,2022-05-19,Machakos,Matungulu,Matungulu North,Village/Farm,Chicken,Extensive,No,0,1,Fowl Pox,Clinical,0,112,"[Vaccination, Isolation, Treatment]",37.3296705,-1.1005624,5
2022-05-19,2022-05-17,Siaya,Rarieda,West Asembo,Village/Farm,Goats,Mixed,No,0,0,Heart Water,Clinical,0,0,[Vector Control],34.3424117,-0.1548987,1
2022-05-19,2022-05-05,Siaya,Rarieda,West Uyoma,Village/Farm,Cattle,Mixed,No,0,0,Anaplasmosis,Clinical,0,0,"[Treatment, Vector Control]",34.2888656,-0.2876985,0
2022-05-19,2022-05-14,Siaya,Rarieda,West Asembo,Village/Farm,Cattle,Mixed,No,0,0,Mastitis,Clinical,0,0,[Treatment],34.3424117,-0.1548987,1
2022-05-19,2022-05-15,Nyandarua,Ndaragwa,Shamata,Village/Farm,Cattle,Mixed,No,0,0,Pneumonia,Clinical,0,0,"[Treatment, Isolation]",36.3776936,-0.2343095,2
2022-05-19,2022-05-19,Marsabit,Laisamis,Laisamis,Village/Farm,Camel,Extensive,No,0,0,Abcess,Clinical,0,0,[No Action],37.7249306,1.4306437,1
2022-05-19,2022-05-17,Makueni,Kibwezi West,Nguu/Masumba,Village/Farm,Cattle,Mixed,No,0,0,Pneumonia,Clinical,0,0,[Treatment],37.6980143,-2.2049918,3
2022-05-19,2022-05-17,Nyandarua,Kinangop,Engineer,Village/Farm,Goats,Mixed,No,0,0,Pneumonia,Clinical,0,0,"[Treatment, Isolation]",36.3776944,-0.2343016,2
2022-08-08,2022-08-06,Tana River,Bura,Madogo,Village/Farm,Cattle,Extensive,No,0,0,Anaplasmosis,Clinical,0,0,"[Treatment, Vector Control]",0.0,0.0,1
2022-05-19,2022-05-15,Tana River,Bura,Madogo,Village/Farm,Cattle,Extensive,No,0,0,Contagious Bovine Pleuropneumonia (CBPP),Clinical,0,0,"[Treatment, Isolation]",39.5958257,-0.4740829,2
2022-05-19,2022-05-19,Machakos,Kangundo,Kangundo West,Village/Farm,Cattle,Extensive,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Isolation]",37.3307895,-1.4127881,1
2022-05-19,2022-05-17,Nyandarua,Kipipiri,Githioro,Village/Farm,Goats,Mixed,No,0,0,Pneumonia,Clinical,0,0,"[Treatment, Isolation, Other]",36.377695,-0.2343121,2
2022-05-19,2022-05-19,Bungoma,Kimilili,Kimilili,Abattoir,Cattle,Unknown,No,0,0,East Coast Fever(ECF),Post Mortem,0,0,[No Action],34.722104,0.7840129,1
2022-08-22,2022-08-22,Bungoma,Mt. Elgon,Kaptama,Village/Farm,Cattle,Mixed,No,0,0,Contagious Bovine Pleuropneumonia (CBPP),Clinical,0,0,[Treatment],0.0,0.0,1
2022-05-19,2022-05-17,Nyandarua,Kinangop,Engineer,Village/Farm,Goats,Mixed,No,0,0,Pneumonia,Clinical,0,0,[Treatment],36.3776942,-0.2343094,2
2022-05-13,2022-05-13,Nakuru,Kuresoi North,Kamara,Village/Farm,Cattle,Intensive,Yes,0,0,Mastitis ,Clinical,0,0,[Treatment],35.6872673,-0.1652965,1
2022-05-13,2022-05-13,Nakuru,Kuresoi North,Kamara,Village/Farm,Chicken,Extensive,Yes,0,1,Coccidiosis ,Clinical,0,0,[Treatment],35.6872673,-0.1652965,3
2022-05-19,2022-05-19,Bungoma,Kimilili,Kimilili,Abattoir,Sheep,Unknown,No,0,0,Enteritis,Post Mortem,0,0,[No Action],34.722104,0.7840129,1
2022-05-19,2022-05-17,Nyandarua,Ol Kalou,Mirangine,Village/Farm,Goats,Mixed,No,0,0,Pneumonia,Clinical,0,0,"[Treatment, Isolation]",36.3776914,-0.2343047,2
2022-05-19,2021-05-17,Nyandarua,Ol Jorok,Gatimu,Village/Farm,Goats,Mixed,No,0,0,Pneumonia,Clinical,0,0,"[Treatment, Isolation]",36.3767218,-0.2462861,2
2022-05-19,2022-05-19,Kilifi,Malindi,Ganda,Crush,Goats,Extensive,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],40.0567417,-3.2457417,2
2022-05-19,2022-05-17,Nyandarua,Ol Kalou,Karau,Village/Farm,Goats,Mixed,No,0,0,Pneumonia,Clinical,0,0,"[Treatment, Isolation]",36.3776953,-0.2343129,2
2022-05-19,2022-05-18,Siaya,Bondo,North Sakwa,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",34.2719124,-0.1025672,1
2022-05-19,2022-05-17,Nyandarua,Ol Kalou,Rurii,Village/Farm,Goats,Mixed,No,0,0,Pneumonia,Clinical,0,0,"[Treatment, Isolation, Other]",36.3776924,-0.2343067,2
2022-05-19,2022-05-17,Nyandarua,Ol Jorok,Weru,Village/Farm,Goats,Mixed,No,0,0,Pneumonia,Clinical,0,0,"[Treatment, Isolation, Other]",36.3776928,-0.2343082,2
2022-05-19,2022-05-17,Nyandarua,Ol Kalou,Karau,Village/Farm,Goats,Mixed,No,0,0,Pneumonia,Clinical,0,0,"[Treatment, Isolation, Other]",36.3776938,-0.2343096,2
2022-05-19,2022-05-17,Nyandarua,Ol Kalou,Rurii,Village/Farm,Goats,Mixed,No,0,0,Pneumonia,Clinical,0,0,"[Isolation, Treatment]",36.377695,-0.2343132,2
2022-05-19,2022-05-19,Taita Taveta,Wundanyi,Wundanyi/Mbale,Village/Farm,Bees,Extensive,No,0,0,Small hive beetle,Clinical,0,0,[No Action],38.3361665,-3.4092416,2
2022-05-19,2022-05-17,Nyandarua,Ol Kalou,Karau,Village/Farm,Goats,Mixed,No,0,0,Pneumonia,Clinical,0,0,"[Treatment, Isolation]",36.3804448,-0.2306699,2
2022-05-19,2022-05-17,Nyandarua,Ol Kalou,Rurii,Village/Farm,Goats,Mixed,No,0,0,Pneumonia,Clinical,0,0,"[Treatment, Isolation]",36.3776951,-0.2343137,2
2022-05-19,2022-05-17,Nyandarua,Kipipiri,Githioro,Village/Farm,Goats,Mixed,No,0,0,Pneumonia,Laboratory,0,52,[Treatment],36.3776951,-0.2343132,2
2022-05-19,2022-05-17,Nyandarua,Kinangop,Gathara,Village/Farm,Goats,Mixed,No,0,0,Pneumonia,Clinical,0,0,"[Treatment, Isolation]",36.3763834,-0.25291,2
2022-05-19,2022-05-17,Nyandarua,Ol Jorok,Gathanji,Village/Farm,Goats,Mixed,No,0,0,Pneumonia,Clinical,0,0,"[Treatment, Isolation]",36.3776953,-0.2343125,2
2022-05-19,2022-05-17,Nyandarua,Ol Kalou,Rurii,Village/Farm,Goats,Mixed,No,0,0,Pneumonia,Clinical,0,0,"[Treatment, Isolation, Other]",36.3776942,-0.2343101,2
2022-05-19,2022-05-17,Nyandarua,Ndaragwa,Central,Village/Farm,Goats,Mixed,No,0,0,Pneumonia,Clinical,0,0,"[Treatment, Isolation, Other]",36.3776945,-0.2343115,2
2022-05-19,2022-05-17,Nyandarua,Kipipiri,Githioro,Village/Farm,Goats,Mixed,No,0,0,Pneumonia,Clinical,0,0,[Treatment],36.3763834,-0.25291,2
2022-05-19,2022-05-16,Nyandarua,Ol Kalou,Rurii,Village/Farm,Chicken,Mixed,No,0,0,Fowl Pox,Clinical,0,0,"[Isolation, Treatment]",36.3776941,-0.2343103,20
2022-05-19,2022-05-17,Nyandarua,Ol Kalou,Rurii,Village/Farm,Goats,Mixed,No,0,0,Pneumonia,Clinical,0,0,"[Treatment, Isolation]",36.377694,-0.2343103,2
